,AAL.L_price,AAL.L_volume,ABF.L_price,ABF.L_volume,BA.L_price,BA.L_volume,BATS.L_price,BATS.L_volume,BRBY.L_price,BRBY.L_volume,CPG.L_price,CPG.L_volume,CCL.L_price,CCL.L_volume,CNA.L_price,CNA.L_volume,DGE.L_price,DGE.L_volume,EXPN.L_price,EXPN.L_volume,GKN.L_price,GKN.L_volume,GSK.L_price,GSK.L_volume,IAG.L_price,IAG.L_volume,ITV.L_price,ITV.L_volume,LAND.L_price,LAND.L_volume,LLOY.L_price,LLOY.L_volume,EMG.L_price,EMG.L_volume,MKS.L_price,MKS.L_volume,RB.L_price,RB.L_volume,RBS.L_price,RBS.L_volume,RSA.L_price,RSA.L_volume,SMIN.L_price,SMIN.L_volume,RIO.L_price,RIO.L_volume,RR.L_price,RR.L_volume,SHP.L_price,SHP.L_volume,TATE.L_price,TATE.L_volume,TSCO.L_price,TSCO.L_volume,VOD.L_price,VOD.L_volume,WPP.L_price,WPP.L_volume,WTB.L_price,WTB.L_volume
2015-10-15,677.0,7833338,3296.0,647509,453.1,5476064,3804.0,2592338,1302.0,7671425.0,1104.48,2126815.0,3357.0,745783.0,237.8,20639792,1834.0,3064183,1092.0,1131697.0,280.5,4929590,1331.5,6248417,586.5,7904313.0,245.3,10146588.0,1383.47,1262280,74.63,117505616,159.0,7101361,489.9,3774018,6128.0,1129148,326.3,6850965,405.6,3148708,1022.0,1404043,2513.0,4481138,697.0,3852655,4375.0,1154554,570.0,1181744,192.15,19569232,207.1,42286257,1412.0,2782146.0,4598.0,618934
2015-10-16,675.3,9333628,3308.0,755520,454.9,4843320,3830.0,2603384,1277.0,3705044.0,1096.16,3517411.0,3395.0,670501.0,237.7,13370242,1836.5,2986129,1086.0,1655877.0,270.3,5628874,1346.0,7229363,596.5,8089734.0,248.7,7094717.0,1382.4,1649687,75.2,99311361,157.5,4180190,491.0,4259351,6112.0,1096824,326.0,12082394,407.5,2237561,1009.0,1208100,2492.5,3455367,685.5,5620936,4511.0,1496943,566.5,1049810,196.95,38450195,209.3,43821401,1432.0,2772143.0,4691.0,696635
2015-10-19,625.5,8252101,3284.0,434055,450.9,3978959,3824.5,1608832,1263.0,1764935.0,1114.88,2322101.0,3449.0,530951.0,236.5,7953077,1847.0,2535253,1093.0,1288621.0,271.0,3149882,1345.0,5975147,603.5,4668547.0,249.5,6942086.0,1398.4,1473923,75.47,84608098,156.8,2793196,490.9,2551482,6149.0,692593,323.5,6806384,409.3,1614328,998.0,828807,2440.0,3445074,669.5,5427593,4626.0,2822103,568.5,922338,193.6,21570422,208.4,28134524,1439.0,2082964.0,4725.0,610570
2015-10-20,623.0,8745904,3317.0,499453,449.0,4470128,3799.0,2295953,1270.0,1847358.0,1119.04,2327818.0,3469.0,375130.0,238.2,10497883,1851.0,2764696,1090.0,1647037.0,272.8,3630034,1336.5,7605025,592.0,6728454.0,250.8,8387496.0,1402.67,1307216,75.58,141071103,156.9,3486334,491.1,3796787,6144.0,1037493,323.2,8067478,411.8,1637241,990.5,863596,2428.0,3565845,674.0,5267621,4586.0,1920493,567.0,851387,189.1,27972975,208.55,38021833,1454.0,3792596.0,4882.0,789431
2015-10-21,604.6,8492558,3361.0,451457,453.1,4165886,3816.0,2143142,1267.0,1209525.0,1130.48,1888577.0,3442.0,353387.0,234.2,14315161,1843.0,2205171,1105.0,1441109.0,277.9,4808991,1322.0,8181063,593.5,7154522.0,248.3,6555084.0,1403.73,1390752,76.31,121644119,157.7,3993222,493.5,4410345,6300.0,2088733,322.6,7693407,414.0,2445168,1011.0,1548956,2426.0,3367090,681.5,4695674,4462.0,1818847,572.5,1187453,188.15,21081047,208.05,30188757,1435.0,4147056.0,4847.0,558157
2015-10-22,596.9,12180860,3376.0,448664,447.6,7401485,3823.0,2051802,1299.0,1371453.0,1132.5601,2684957.0,3462.0,537447.0,234.0,23803974,1860.5,3836171,1102.0,2079427.0,287.5,10009453,1337.0,8426672,588.5,11026739.0,248.8,9778405.0,1425.0699,1394254,76.73,120998612,159.5,3035435,502.5,4280523,6310.0,1397203,322.9,9125949,412.1,3027944,984.0,1322556,2468.5,3891801,670.0,6355788,4445.0,1452891,584.0,2103710,188.25,26197931,215.1,78311766,1419.0,6444169.0,4892.0,446912
2015-10-23,609.9,15430979,3399.0,448319,454.0,6733046,3843.5,2239279,1351.0,2831163.0,1144.0,2599913.0,3585.0,788287.0,234.9,13768964,1858.5,3764588,1127.0,2232415.0,293.5,7402048,1369.0,8892198,598.5,9105543.0,257.0,7671431.0,1428.27,1521638,77.83,141293852,166.4,6285528,517.5,6990020,6249.0,1703258,330.0,9052183,415.0,3095996,1002.0,1062835,2506.5,6109722,688.0,6427002,4641.0,2756837,590.0,929719,190.6,19655186,218.0,47371679,1480.0,5597123.0,4935.0,454684
2015-10-26,590.9,6162274,3395.0,436980,453.8,3949107,3830.0,1930811,1324.0,906133.0,1144.0,1564842.0,3567.0,319150.0,231.8,13153175,1878.5,2835672,1118.0,1264873.0,290.3,2866313,1369.0,5859480,608.0,6194064.0,254.1,5283432.0,1424.0,1592504,77.5,81160928,164.1,3499412,515.5,2749263,6285.0,989346,327.5,7301567,412.4,1447328,989.5,894654,2487.5,3282187,683.0,3266243,4609.0,1404739,594.0,793723,190.55,11150111,216.6,23006626,1448.0,4130474.0,4940.0,356037
2015-10-27,557.4,7777323,3424.0,557719,441.3,12831221,3793.5,1795747,1306.0,1105433.0,1139.84,1586569.0,3579.0,308628.0,226.1,13428771,1863.0,3427161,1111.0,1164327.0,285.4,2250823,1367.5,7007940,610.5,6789914.0,249.1,7890670.0,1422.9301,1058303,77.4,112439327,163.3,3191648,512.0,4165018,6294.0,832078,325.1,4972559,411.2,2568205,965.0,968293,2432.5,3755206,674.5,5642234,4927.0,3161197,591.0,751273,185.2,15904781,215.35,30693171,1450.0,2501087.0,4889.0,374242
2015-10-28,563.0,10254457,3470.0,412764,442.5,7095451,3893.0,3958083,1327.0,947772.0,1156.48,1968909.0,3600.0,561667.0,228.2,13522685,1869.5,3240412,1127.0,1338542.0,284.5,5396622,1420.5,13816834,610.5,7848223.0,253.0,10125528.0,1442.13,1089397,74.0,290695475,166.6,4654661,511.0,4124630,6350.0,900973,326.4,7207760,419.8,3607944,963.0,1976734,2415.0,6352790,673.5,6290649,5030.0,1938938,597.0,1403579,188.75,14645373,217.3,27516803,1462.0,2357690.0,4901.0,457685
2015-10-29,537.0,9772331,3507.0,967389,439.0,9111493,3890.5,2273345,1326.0,1262033.0,1162.72,2300263.0,3606.0,700959.0,226.7,16321137,1885.5,3912458,1116.0,2425653.0,285.6,3722112,1404.0,14453855,597.5,8952244.0,252.9,7613899.0,1431.47,1495478,74.22,251076921,165.9,3163051,511.5,3128935,6418.0,1311546,320.7,10976227,420.9,3567937,955.5,1248485,2357.5,5943336,679.0,5245719,4998.0,1822617,600.5,1563710,185.65,15102459,216.1,33704421,1467.0,3604669.0,4953.0,421489
2015-10-30,546.6,9649098,3455.0,674331,440.3,7905403,3859.5,2375510,1328.0,2682444.0,1163.76,2260935.0,3617.0,557941.0,226.1,18596974,1878.5,2834981,1108.0,1592948.0,287.2,3919798,1405.0,8514273,582.5,13860685.0,252.4,9253291.0,1428.27,2012212,73.73,158094748,167.1,3546432,513.0,3661005,6344.0,1412010,317.6,15645656,420.9,3036638,962.0,1156963,2358.5,4214109,687.5,5711326,4925.0,1291634,597.5,1064115,183.3,17862256,214.25,45084423,1458.0,2516977.0,4966.0,613236
2015-11-02,544.3,5869787,3434.0,866262,443.9,4992942,3820.0,2323275,1335.0,1071125.0,1126.3199,4964208.0,3595.0,490991.0,227.2,9995172,1869.0,1997154,1114.0,1445796.0,292.3,2904180,1397.0,6969852,587.5,7007968.0,254.6,7332522.0,1426.13,1257616,75.0,104636464,164.9,2714351,520.0,4868993,6288.0,721580,323.1,10421744,419.8,1714183,973.0,879868,2321.5,4378077,691.5,3992688,4885.0,2017988,597.5,826943,183.95,12519304,214.9,28127749,1476.0,2800566.0,4879.0,603903
2015-11-03,561.9,7515015,3435.0,830983,444.0,3638852,3842.0,1418017,1344.0,1559797.0,1128.4,2431178.0,3503.0,641423.0,227.7,13363007,1876.0,1963764,1126.0,1129333.0,293.9,3044346,1376.5,7688511,583.5,5193101.0,255.3,7497825.0,1411.2,1571721,74.47,105038860,164.3,4097257,520.5,3967614,6290.0,739801,321.5,7270112,416.7,2086979,991.5,1131158,2347.5,5771689,695.0,3755192,4720.0,1947527,598.0,913202,184.65,10343198,215.4,34345180,1490.0,3241504.0,4833.0,423844
2015-11-04,579.1,13238721,3435.0,655828,447.7,5449984,3857.0,1666307,1375.0,1545532.0,1112.8,2710414.0,3496.0,753285.0,232.0,20174291,1894.0,2925123,1144.0,1884753.0,292.0,4548619,1388.5,6960316,579.5,7362845.0,255.1,6881257.0,1386.67,2504288,73.85,126411878,162.8,5716475,535.0,6875369,6318.0,756404,325.3,12854704,415.1,3757052,1018.0,1595497,2370.5,5770941,709.5,4828042,4709.0,1125285,597.5,911852,188.7,18617445,217.25,41732140,1495.0,2566617.0,4741.0,733199
2015-11-05,534.6,11977258,3482.0,928651,437.9,7502228,3860.0,1662241,1385.0,2809909.0,1111.76,2911461.0,3536.0,939629.0,228.1,16250660,1897.0,3047673,1113.0,2377824.0,290.7,2325531,1386.0,7672188,580.5,6672807.0,254.5,8528781.0,1411.2,1910007,72.9,120113210,163.5,5977081,540.0,5757497,6350.0,707792,312.0,20064990,429.3,6335061,988.0,1161855,2299.0,6179973,700.0,6452212,4738.0,1317392,608.5,1639865,184.0,19198072,216.55,28223819,1488.0,2645140.0,4741.0,394423
2015-11-06,525.4,14453842,3429.0,672539,445.0,10606948,3810.0,1786600,1375.0,2443479.0,1114.88,2210687.0,3583.0,558258.0,224.7,13297744,1882.5,3799264,1115.0,2396545.0,297.2,3952136,1384.5,6391910,602.0,11423115.0,256.0,6217941.0,1395.2,1588238,73.74,117274316,167.2,5105778,542.5,4840502,6267.0,754945,319.3,11392865,434.2,3682869,999.5,737805,2282.0,7262784,699.0,8997696,4734.0,1015969,607.5,1713829,182.9,13544468,216.2,34443239,1492.0,2325118.0,4767.0,376517
2015-11-09,516.0,11522696,3409.0,657340,441.2,5472072,3773.0,2139955,1374.0,2325962.0,1100.3199,2187312.0,3529.0,491097.0,216.5,19039159,1865.5,2568490,1104.0,1442661.0,291.5,2617951,1367.5,6496752,596.0,8208047.0,256.8,10285515.0,1363.2,2598370,73.0,109216829,164.7,3761839,537.0,4856729,6186.0,1269576,319.6,9692589,430.1,3642301,994.5,836871,2291.0,6051153,698.5,8801089,4690.0,1081252,616.0,1646770,178.55,17392691,214.45,51172440,1490.0,2483599.0,4678.0,514873
2015-11-10,491.75,16240798,3413.0,837520,438.0,6579323,3779.5,1924434,1319.0,2422708.0,1094.08,2460178.0,3554.0,419911.0,214.8,14559177,1872.0,3611757,1187.0,3755239.0,287.3,3054584,1365.5,6766972,606.5,9152274.0,261.5,14822468.0,1325.87,3324143,72.96,107057480,164.5,2407822,532.5,4318270,6160.0,1135323,312.3,13814883,429.6,3155652,989.0,1097533,2318.5,6034063,672.0,6959478,4675.0,833666,615.0,1252893,175.25,30314718,222.8,95399502,1485.0,2011218.0,4611.0,394953
2015-11-11,492.75,9557042,3454.0,730231,438.3,4412035,3784.5,1829320,1335.0,2220133.0,1100.3199,2211572.0,3587.0,576468.0,215.0,14650946,1899.5,3565726,1214.0,3561648.0,290.9,5965648,1373.5,5035427,614.5,8062493.0,265.1,8700763.0,1323.73,3960610,73.45,69811562,167.4,3711439,526.0,6982062,6295.0,1304087,312.0,5826880,437.2,2412288,984.0,984256,2307.0,4236558,667.0,5529042,4732.0,797433,607.5,1345694,174.0,29315940,224.45,109010711,1514.0,2305132.0,4606.0,1027851
2015-11-12,449.9,15737885,3414.0,622592,455.0,23470664,3724.5,2373467,1313.0,2326606.0,1086.8,2192177.0,3524.0,446281.0,210.7,17404079,1883.0,4231280,1193.0,2930394.0,279.9,6356252,1331.5,8306165,596.0,14395462.0,262.9,8942777.0,1302.4,2092477,72.54,99712090,161.4,4994724,514.5,4859722,6265.0,1061429,310.0,9148186,433.0,2314889,933.5,2047655,2238.0,6022998,536.5,69990307,4567.0,1249004,598.5,1166216,171.7,23241353,221.6,47881661,1502.0,3511628.0,4512.0,502682
2015-11-13,456.2,11415770,3375.0,553644,453.6,9280500,3705.5,2250303,1268.0,2246576.0,1068.08,2428143.0,3471.0,356218.0,208.8,13428488,1848.5,3287447,1179.0,2284994.0,282.0,4202782,1312.5,9488763,592.5,6884550.0,260.0,9112916.0,1301.33,2706246,72.74,99304619,160.0,3134309,512.0,4628609,6169.0,1029843,308.3,8710581,431.5,2466752,927.5,1560068,2244.0,4765244,513.5,19879952,4486.0,1583483,593.0,742442,167.0,26319715,220.4,47015459,1474.0,2784753.0,4452.0,711070
2015-11-16,454.0,9306471,3405.0,436599,464.7,11563541,3741.0,1668093,1253.0,2232424.0,1071.2,3209848.0,3383.0,809184.0,208.6,8806295,1847.0,2981813,1185.0,2167224.0,283.4,3409676,1314.0,6686723,576.0,12153978.0,264.9,10153113.0,1312.0,1491535,72.68,80553107,161.0,3019119,509.0,4245920,6216.0,805160,308.4,8426205,436.6,2100958,925.5,1748545,2221.0,5168875,528.0,15975944,4495.0,1006703,598.0,812887,166.2,18588835,221.25,39192023,1475.0,2224228.0,4399.0,565226
2015-11-17,431.0,13843965,3443.0,575186,473.8,9149484,3812.0,2160866,1276.0,1507399.0,1090.96,3067658.0,3448.0,610220.0,212.2,11299285,1888.0,3109410,1193.0,1834833.0,292.3,3654168,1345.5,6937908,591.5,5999360.0,269.9,11272165.0,1329.0699,2462025,73.84,110125654,164.0,2940875,518.0,4028536,6327.0,1045054,311.0,9058650,437.2,3189385,1020.0,4155307,2214.0,6176430,555.0,11782998,4663.0,1277950,606.5,898453,169.0,37865238,225.55,45981055,1514.0,2387266.0,4544.0,699415
2015-11-18,449.45,12356294,3445.0,354501,476.6,6337688,3808.5,1906575,1282.0,1138186.0,1098.24,2601168.0,3400.0,557802.0,211.6,8154257,1885.5,2166598,1193.0,1459379.0,296.7,6472090,1349.0,6284068,573.0,8025013.0,267.3,7535197.0,1321.6,1407607,74.0,84476077,164.0,2509553,515.0,3628099,6306.0,1185242,315.8,8334760,433.9,3434254,989.5,2227696,2260.5,4913987,543.0,7315097,4673.0,1256705,607.0,801207,170.9,22802584,224.0,47863138,1508.0,2683241.0,4500.0,410094
2015-11-19,450.75,9860183,3504.0,572196,484.1,11945431,3860.5,2695573,1279.0,1362731.0,1118.0,4443603.0,3442.0,494556.0,213.6,10450453,1902.5,3034799,1217.0,2217197.0,301.8,4398634,1347.0,7540577,582.5,7788565.0,267.2,9533625.0,1333.33,1865126,73.33,212597855,166.0,2696867,519.5,4379785,6315.0,1007513,315.2,8835508,440.0,2327500,1006.0,1736708,2290.0,6959279,541.0,12759374,4718.0,1377840,594.0,2211199,172.0,23749886,221.5,83480517,1515.0,3572321.0,4515.0,412514
2015-11-20,446.5,7634698,3516.0,649894,492.0,9522480,3870.0,2382066,1281.0,2009288.0,1115.92,3579359.0,3479.0,639043.0,213.9,7579928,1928.0,4862990,1216.0,1967563.0,299.4,3582592,1361.0,6871380,577.0,5206380.0,264.0,10544259.0,1331.2,2055915,71.78,208513417,166.4,1960365,514.5,4715943,6333.0,884626,309.5,7995603,438.9,2434664,1018.0,1421767,2296.0,4659432,552.0,14532510,4707.0,1161844,606.0,1112195,171.45,25352693,223.5,51191101,1520.0,2538404.0,4490.0,389209
2015-11-23,441.15,9498148,3470.0,503447,497.0,15235414,3869.0,1622472,1258.0,1105113.0,1120.08,2954077.0,3479.0,438984.0,212.3,7772058,1913.0,2469799,1204.0,1617093.0,300.7,3176907,1344.5,4482639,568.0,12882682.0,262.5,7513313.0,1305.6,1368826,71.78,106890690,163.0,3125855,508.5,4578112,6322.0,648850,304.4,13067343,428.0,4236551,1016.0,1068250,2280.0,5680967,569.0,9911300,4699.0,726754,601.5,774251,165.1,31670627,222.2,35114306,1508.0,2228686.0,4447.0,392890
2015-11-24,452.0,11356821,3442.0,608895,500.5,8546098,3850.0,1599680,1195.0,3043733.0,1123.2,4687759.0,3393.0,1013074.0,211.6,9643452,1894.0,3026698,1191.0,2349510.0,293.0,3994722,1343.0,7452987,549.5,13513637.0,258.7,6334522.0,1293.87,2103449,71.6,261759820,159.1,3030405,496.0,8785731,6254.0,745809,302.3,12827453,429.4,5213307,1018.0,1161395,2274.0,4419797,588.0,13098151,4646.0,888531,595.0,1021284,164.4,30597068,219.3,67617537,1485.0,2421473.0,4306.0,793501
2015-11-25,417.2,15950405,3504.0,734998,507.5,9519860,3873.0,1837954,1211.0,2507773.0,1161.6801,5273802.0,3448.0,550652.0,216.1,13045987,1925.5,3178004,1209.0,1777682.0,298.0,3213909,1352.5,14463360,551.5,17928962.0,264.5,5588912.0,1314.13,1505230,72.17,140668394,160.3,4061929,500.5,5532311,6385.0,887896,300.5,12353313,435.0,2405326,1033.0,1036991,2249.5,4022421,607.0,10396152,4597.0,1426610,599.5,858979,168.5,24264578,222.9,40999765,1528.0,2889161.0,4426.0,686692
2015-11-26,435.8,10598857,3512.0,334473,519.0,6178941,3875.0,1262752,1242.0,3904262.0,1178.3199,3324746.0,3488.0,258536.0,221.5,11136760,1925.5,1953935,1217.0,1015576.0,302.1,2890485,1371.5,4099754,567.0,4238084.0,266.4,4009109.0,1306.67,1060660,73.13,83225081,161.6,1535030,501.5,5276758,6346.0,581548,307.2,8979426,437.0,1562273,1034.0,784563,2271.0,3305915,601.5,6917834,4639.0,663956,595.0,779314,170.0,15395618,225.0,27251607,1547.0,2367368.0,4425.0,545864
2015-11-27,400.15,14440873,3516.0,324472,519.5,4873733,3898.5,1602614,1245.0,1656868.0,1186.64,3333368.0,3463.0,344312.0,220.8,8060829,1924.5,1952880,1222.0,1969485.0,298.4,5333722,1365.5,5225131,565.0,3902763.0,267.6,4314862.0,1315.2,972436,73.4,65455736,162.5,1911382,500.0,5379380,6309.0,791391,306.7,6821183,436.8,1194032,1030.0,570440,2199.0,4716586,606.5,6338526,4665.0,554582,591.5,912996,169.15,16815035,225.8,25632052,1541.0,2247597.0,4431.0,426758
2015-11-30,408.65,12235414,3546.0,994084,516.5,9146511,3868.0,2325888,1245.0,1607899.0,1200.16,4408038.0,3465.0,602803.0,218.1,12792787,1910.0,3231850,1231.0,3230101.0,300.5,7523731,1355.5,6783809,567.0,14052329.0,271.0,13102685.0,1313.0699,1775074,72.96,148974404,163.2,3879738,502.5,6184112,6230.0,1885396,302.4,19928497,439.9,2751054,1033.0,1109668,2208.5,6328973,606.5,10062284,4646.0,904356,590.0,3796850,167.2,32771362,224.25,58728818,1535.0,7218127.0,4548.0,649576
2015-12-01,406.3,9828819,3544.0,619545,515.5,7824821,3886.5,2485648,1247.0,1455411.0,1215.76,4680022.0,3499.0,600221.0,218.7,12596646,1912.5,2599903,1233.0,1852447.0,301.1,3852476,1351.0,7032725,576.5,8063998.0,272.6,6703044.0,1323.73,1658518,74.71,219889534,165.0,3798491,507.5,4107262,6353.0,1054342,312.2,15077703,444.7,2423572,1033.0,1169859,2214.5,4074033,604.0,6195792,4636.0,1287335,603.0,1224847,167.6,19370246,222.0,43805228,1536.0,3872147.0,4655.0,678545
2015-12-02,397.55,8947922,3599.0,417191,513.5,5012372,3891.0,1603133,1237.0,1472834.0,1225.12,3020922.0,3552.0,420017.0,219.1,9824542,1944.5,2885692,1254.0,1950381.0,299.0,6022082,1378.0,7128744,586.5,6374851.0,272.5,5148370.0,1325.87,1890691,74.45,116393843,166.7,2862157,510.0,4746081,6415.0,637175,309.1,5283070,443.3,2406675,1023.0,1557105,2188.5,4406829,601.0,4941209,4745.0,973119,602.5,1251654,167.3,14902701,222.3,38251144,1544.0,4829026.0,4697.0,609132
2015-12-03,386.85,11193596,3478.0,1084133,509.0,6964702,3816.0,2597474,1199.0,3125419.0,1200.16,4216110.0,3495.0,682822.0,213.3,14985182,1900.0,4880457,1203.0,2643608.0,292.1,4620317,1337.0,12189683,575.0,10383591.0,268.5,8015120.0,1276.8,2619115,73.0,170320753,163.7,7810748,501.0,5665832,6209.0,1150432,305.7,11338448,438.6,2193505,1008.0,1049984,2114.0,7065005,598.5,7777503,4551.0,1345776,605.0,1588614,163.9,25405144,218.35,69007282,1510.0,3775695.0,4710.0,1080510
2015-12-04,376.05,14784676,3485.0,879468,508.5,7294628,3781.0,2592565,1202.0,2223397.0,1207.4399,3416491.0,3449.0,634765.0,211.4,14260867,1891.0,2901903,1207.0,1694817.0,296.3,5489418,1319.0,8374623,584.0,8293805.0,267.9,6065038.0,1286.4,2879768,73.01,83265946,163.0,5059352,497.3,4030895,6206.0,915166,303.8,8022606,436.7,1660625,1005.0,1219929,2081.0,6529057,594.5,5678690,4504.0,1029967,608.0,1579423,162.6,24550339,215.55,53097938,1503.0,2341166.0,4573.0,1012163
2015-12-07,369.0,8040352,3550.0,430350,508.5,4820861,3835.5,1773409,1216.0,1477983.0,1211.6,1842709.0,3496.0,320691.0,207.0,14591386,1900.5,2256631,1212.0,1530206.0,297.0,3730533,1323.5,3966715,587.0,6530555.0,270.3,12535642.0,1299.2,1372252,72.48,86541385,167.4,7400935,494.8,4354314,6300.0,822629,299.5,7883734,439.2,2376392,993.5,956447,2066.0,4565512,610.5,5946623,4505.0,929961,614.0,1068390,157.0,25620829,218.0,36926002,1536.0,3326125.0,4573.0,718197
2015-12-08,323.65,26444600,3513.0,594328,502.0,6566647,3800.0,2159928,1199.0,1856709.0,1184.5601,3567720.0,3440.0,631058.0,201.9,20935533,1873.0,2635152,1191.0,1575044.0,292.2,4683512,1314.0,6554845,583.5,8332408.0,266.1,8266575.0,1284.27,1356480,71.31,191576570,161.7,4413182,485.5,4231596,6253.0,891891,291.1,16762682,430.1,1937879,968.5,1318502,1893.0,11090097,590.0,12239833,4452.0,1233732,607.5,1020968,156.55,38330520,216.7,42606014,1514.0,4003063.0,4545.0,778182
2015-12-09,319.7,26621881,3514.0,517058,502.0,6366392,3738.0,2561278,1181.0,2097358.0,1179.36,2800064.0,3451.0,842989.0,206.1,14566231,1852.0,3203302,1178.0,2052641.0,295.3,4491265,1316.0,9670172,575.5,8068383.0,263.5,7300518.0,1277.87,2696557,70.67,127907874,163.3,8670759,482.5,3270728,6167.0,1026159,290.3,9838793,429.2,1680622,986.5,1453567,1966.5,10425515,578.5,14689520,4384.0,1197266,599.5,986419,153.0,29381532,215.8,42975206,1496.0,2484136.0,4479.0,770948
2015-12-10,318.65,21192660,3436.0,612294,498.7,6784675,3694.0,3116838,1174.0,1856201.0,1170.0,2082807.0,3477.0,525288.0,211.5,23830397,1832.0,3406521,1174.0,1302254.0,295.0,4179493,1314.0,6468034,573.0,7369858.0,264.2,8585761.0,1265.0699,1960097,72.04,150274468,159.6,5076958,474.8,4616437,6189.0,1499626,292.6,10945933,426.0,3119649,950.0,1906065,1971.0,5711692,567.0,11109113,4327.0,1318534,591.0,913041,150.55,33640388,212.65,59818409,1501.0,3194603.0,4466.0,973499
2015-12-11,292.95,21626708,3403.0,665745,490.5,6561968,3599.0,3821263,1140.0,1961792.0,1158.5601,2582041.0,3447.0,607853.0,210.9,19827053,1806.5,4207744,1155.0,1701419.0,284.3,4222970,1297.5,9288822,566.5,5329209.0,262.3,10912791.0,1234.13,2285687,70.01,124499131,153.4,5353598,465.1,5630636,6124.0,1125803,285.5,10072279,419.7,2108360,941.0,1365097,1885.5,6349231,552.0,8093194,4299.0,1124448,587.5,1207568,144.35,32326712,208.15,62421008,1483.0,4294872.0,4400.0,725223
2015-12-14,280.8,15824757,3348.0,607963,483.4,5090318,3590.0,2865080,1119.0,1667720.0,1153.36,3033213.0,3435.0,679149.0,208.1,16994470,1796.0,4441318,1121.0,3503861.0,280.4,4138796,1280.0,7962105,565.5,6933976.0,261.4,10976473.0,1216.0,1714189,68.68,132788743,154.2,6224259,455.7,6413226,6088.0,961359,282.6,12933861,412.5,2259592,919.5,925860,1848.0,5244019,537.5,7774592,4089.0,1574454,587.0,1196877,143.05,30588599,203.75,58692767,1467.0,4936385.0,4362.0,707201
2015-12-15,271.1,16488715,3398.0,727588,490.0,5753737,3686.0,3108246,1157.0,1322947.0,1182.48,3062525.0,3544.0,586058.0,209.3,12651009,1820.5,4093861,1154.0,2443730.0,293.0,4490079,1308.5,8834065,583.5,5747947.0,266.0,7272975.0,1237.33,2822686,70.34,148969299,159.2,5952166,462.6,4329008,6166.0,1346486,288.8,9567245,421.0,3336809,927.0,1526032,1879.5,4885768,540.0,9279539,4182.0,2447121,586.5,1153819,149.3,29104186,209.5,66277847,1513.0,3057855.0,4469.0,581011
2015-12-16,278.2,15688659,3390.0,1313555,492.4,5673520,3719.0,2177985,1183.0,2252706.0,1194.96,2418370.0,3545.0,502791.0,212.9,14912073,1831.5,4000214,1150.0,2173470.0,297.9,3591981,1321.0,8660971,585.0,5145333.0,266.0,13853884.0,1266.13,2277750,70.53,130989875,160.5,4545221,460.2,8781639,6177.0,1008164,289.8,13957676,423.3,2257313,937.5,1260611,1899.5,5590658,566.5,10182499,4347.0,2240600,588.0,927930,148.0,25146196,212.8,67280733,1520.0,2390001.0,4464.0,370710
2015-12-17,263.55,12286524,3404.0,563047,496.3,5335985,3732.5,3016763,1201.0,2108261.0,1199.12,2611000.0,3554.0,575443.0,213.5,13623441,1833.5,4034237,1168.0,2098160.0,299.6,3475599,1341.5,8760336,598.5,7045716.0,267.5,9402900.0,1265.0699,1421603,71.33,110414313,169.1,9998557,458.0,4211900,6175.0,1199320,294.7,9687146,424.2,2149117,927.0,1342699,1859.0,5102430,573.5,6547689,4450.0,1476704,589.0,1421816,144.85,32971199,214.75,50957542,1530.0,2472170.0,4464.0,639840
2015-12-18,278.65,16656941,3327.0,1222081,492.5,11637138,3666.5,4592672,1188.0,2666742.0,1177.28,4680865.0,3648.0,1632336.0,212.0,12841396,1807.5,5634259,1166.0,3215419.0,296.2,4703148,1334.0,11505118,588.5,5042722.0,263.8,9323898.0,1249.0699,2236020,71.04,334819913,169.9,11042591,451.4,8499824,6128.0,1892383,294.0,14427988,428.1,4063761,924.0,1774705,1862.5,10248310,576.5,9258075,4420.0,1813046,589.0,1997137,143.45,37998368,211.3,77562500,1510.0,3294306.0,4391.0,756326
2015-12-21,280.5,11136843,3236.0,603703,493.4,5525370,3657.5,2248998,1192.0,1284239.0,1185.6,2700436.0,3722.0,885122.0,210.2,9397388,1805.0,2307811,1161.0,1276510.0,295.6,2751010,1331.5,5050897,592.0,4358464.0,271.5,14098350.0,1238.4,949984,70.95,84476990,168.5,3174074,447.6,5292043,6106.0,846804,294.7,8011038,428.3,1422934,923.0,1534670,1863.0,4865825,569.5,4641307,4378.0,1227478,588.0,939002,145.3,17967192,209.9,41582950,1511.0,1849414.0,4394.0,321255
2015-12-22,296.5,7686154,3257.0,633967,493.6,4996547,3669.5,1075499,1197.0,1584433.0,1189.76,1810466.0,3749.0,420245.0,209.1,7371461,1805.0,3246257,1175.0,1455392.0,294.7,2279979,1342.0,3534987,592.5,4161090.0,268.8,7453328.0,1240.53,1207425,71.31,55402909,169.4,2548698,442.9,5920852,6066.0,758612,297.4,6619095,426.0,1839964,936.0,1199523,1898.5,2749556,565.5,5689577,4380.0,688380,589.5,768442,144.85,13519080,210.7,31815276,1520.0,1480040.0,4356.0,347240
