,AAL.L_price,AAL.L_volume,ABF.L_price,ABF.L_volume,BA.L_price,BA.L_volume,BATS.L_price,BATS.L_volume,BRBY.L_price,BRBY.L_volume,CPG.L_price,CPG.L_volume,CCL.L_price,CCL.L_volume,CNA.L_price,CNA.L_volume,DGE.L_price,DGE.L_volume,EXPN.L_price,EXPN.L_volume,GKN.L_price,GKN.L_volume,GSK.L_price,GSK.L_volume,IAG.L_price,IAG.L_volume,ITV.L_price,ITV.L_volume,LAND.L_price,LAND.L_volume,LLOY.L_price,LLOY.L_volume,EMG.L_price,EMG.L_volume,MKS.L_price,MKS.L_volume,RB.L_price,RB.L_volume,RBS.L_price,RBS.L_volume,RSA.L_price,RSA.L_volume,SMIN.L_price,SMIN.L_volume,RIO.L_price,RIO.L_volume,RR.L_price,RR.L_volume,SHP.L_price,SHP.L_volume,TATE.L_price,TATE.L_volume,TSCO.L_price,TSCO.L_volume,VOD.L_price,VOD.L_volume,WPP.L_price,WPP.L_volume,WTB.L_price,WTB.L_volume
2015-12-23,323.35,11160477,3318.0,569221,498.9,4025003,3745.5,1251755,1211.0,1616953.0,1209.52,1430262.0,3792.0,435029.0,216.8,12452671,1853.0,3281401,1198.0,1404767.0,307.9,3316374,1370.0,5222484,597.5,3784631.0,275.0,6061009.0,1260.8,1008826,73.65,105693991,172.6,2415646,447.0,5802858,6205.0,867753,304.3,5799838,432.1,1857931,960.0,975526,2014.5,5280053,590.5,7470175,4570.0,882675,598.5,660701,152.9,20642962,215.6,69311859,1548.0,1753010.0,4406.0,303687
2015-12-24,328.05,2278192,3339.0,115332,497.3,797148,3781.0,329480,1209.0,365570.0,1206.4,286055.0,3800.0,93364.0,218.2,3098500,1856.5,624405,1204.0,229471.0,305.2,680620,1376.0,1077616,603.0,937991.0,275.0,762472.0,1265.0699,152588,73.5,18116240,173.0,673219,453.4,1129614,6226.0,148314,304.8,1081961,430.9,224096,958.5,102945,2006.5,770844,595.0,552502,4609.0,236311,595.0,85535,150.9,3130767,216.65,8073265,1538.0,272593.0,4440.0,91800
2015-12-29,307.35,9476588,3368.0,360644,507.0,4504361,3806.0,1328520,1225.0,996756.0,1237.6,2380008.0,3874.0,549202.0,220.9,8079970,1880.0,2883491,1223.0,1121277.0,309.4,2096184,1391.5,4573523,609.5,3070978.0,278.0,4712709.0,1282.13,1265318,74.0,73868345,175.7,2651337,455.1,5389564,6305.0,618509,310.1,8373615,433.5,2278027,966.5,538098,1978.0,3612334,586.5,4380208,4683.0,1282653,605.0,790738,151.15,17705436,218.75,33137743,1577.0,2283938.0,4477.0,546264
2015-12-30,301.8,6308782,3378.0,257811,505.5,2370524,3789.5,846206,1210.0,1088594.0,1238.64,1347619.0,3891.0,434095.0,220.9,7139077,1880.0,2011444,1222.0,923274.0,309.2,1898821,1384.0,3373317,614.0,3612589.0,276.5,3965878.0,1267.2,1128445,73.6,43620349,175.4,1913573,456.6,3602224,6310.0,532891,302.8,5406029,431.4,1713251,957.5,573138,1959.0,2735289,579.5,3619910,4705.0,609596,604.5,650955,150.55,10814685,217.5,21982779,1573.0,1294722.0,4446.0,284835
2015-12-31,299.45,1701527,3342.0,108930,499.6,1078152,3771.0,516145,1195.0,419541.0,1222.0,821886.0,3866.0,129237.0,218.1,5333232,1856.5,1128831,1201.0,692178.0,308.4,1715462,1373.0,1547146,610.5,1304840.0,276.6,2238836.0,1255.47,562691,73.07,21470851,175.5,526786,452.4,1239437,6281.0,274663,302.0,2683622,426.5,407866,939.5,459250,1979.5,887165,575.0,1073580,4698.0,250451,599.0,233708,149.5,6738937,221.0,27128706,1563.0,389000.0,4401.0,124788
2016-01-04,277.85,13842117,3276.0,556091,493.5,5657846,3685.5,2011778,1140.0,2430686.0,1181.4399,3079584.0,3806.0,773693.0,212.1,13760594,1817.0,3236800,1157.0,1994181.0,294.6,3616306,1364.5,10950497,596.0,7615055.0,269.8,5933748.0,1243.73,1867640,71.37,131789192,171.2,4468392,435.3,10304922,6112.0,1159305,293.5,8628649,410.0,2683695,922.0,1510822,1902.5,5641577,560.0,4249909,4453.0,1451204,586.0,1360830,142.25,25646989,216.0,73377483,1518.0,2657413.0,4295.0,543612
2016-01-05,283.2,10650711,3250.0,525037,494.0,5480159,3709.0,1887620,1121.0,2845333.0,1191.84,2390181.0,3820.0,605087.0,214.8,11516669,1846.0,3491621,1156.0,1478903.0,293.8,3559822,1386.0,9377406,611.0,6126552.0,270.9,9026389.0,1265.0699,1604328,71.57,133545553,172.0,3071383,435.0,9538257,6107.0,1014044,297.2,9635621,414.8,2909177,922.5,1649848,1939.5,4257560,564.5,3965447,4530.0,1019281,589.0,950379,144.4,33235084,219.7,54065200,1540.0,2284617.0,4306.0,529735
2016-01-06,270.4,13893734,3193.0,679460,512.5,12583509,3728.0,2083089,1098.0,2541309.0,1181.4399,2351746.0,3820.0,776093.0,213.6,8872684,1841.0,3234398,1146.0,1403200.0,285.2,4628710,1380.5,7145761,606.5,7672847.0,268.8,7868929.0,1242.67,2293826,71.0,128433516,168.7,5673523,438.7,7234499,6102.0,1215343,294.2,7776042,413.8,3636453,907.0,1059393,1846.5,6030597,560.0,4072003,4441.0,929961,578.0,1488428,141.55,29127397,219.15,56716589,1526.0,2355585.0,4200.0,597085
2016-01-07,240.65,21010799,3112.0,806313,505.5,12108645,3664.5,3141186,1078.0,3574624.0,1164.8,3487683.0,3790.0,660343.0,210.2,16941689,1800.5,4497364,1124.0,2413989.0,274.8,5014313,1344.5,9259531,590.0,8536283.0,268.0,14264932.0,1218.13,2702018,69.49,215183324,162.1,6758950,439.2,18450470,6029.0,1227344,288.5,11643326,405.1,3922762,888.0,1781882,1784.5,7370506,546.0,7599628,4360.0,1799435,580.5,1674314,139.2,32085615,218.2,95420191,1485.0,4433133.0,4125.0,755388
2016-01-08,229.2,14790495,3033.0,1088895,519.5,15995319,3631.0,2104037,1095.0,2828322.0,1166.88,2547433.0,3773.0,592407.0,207.8,11050727,1810.0,4104443,1111.0,2117148.0,278.4,6956011,1371.5,10650576,590.5,4880253.0,266.5,12545918.0,1192.53,1865189,68.87,128699010,160.8,4771209,430.7,12367319,5993.0,1143740,283.5,8007534,408.0,2484429,896.5,1653215,1739.0,5984515,559.5,11434425,4277.0,1607720,584.5,1178644,146.9,37742486,223.05,90441040,1464.0,3058679.0,4120.0,760715
2016-01-11,230.45,17122154,3036.0,722012,526.5,13037683,3648.5,2006371,1084.0,2261687.0,1178.3199,2516715.0,3837.0,597037.0,206.2,9070797,1805.5,3295946,1101.0,2622910.0,278.7,5142835,1347.5,7579443,589.5,5525291.0,266.1,7106455.0,1192.53,1900791,68.93,220833823,160.8,4182668,422.8,6670024,5977.0,799232,280.4,10793769,406.4,2975342,888.0,1254674,1697.0,6158561,552.0,9133424,3925.0,5587441,571.5,1246562,145.45,23372923,220.8,53517729,1453.0,3077715.0,4199.0,1189049
2016-01-12,232.5,19400441,3049.0,708511,521.5,10389877,3698.0,2588877,1103.0,2634002.0,1191.84,2923832.0,3907.0,845659.0,206.6,13206860,1837.0,3954268,1133.0,2255517.0,288.3,5844093,1363.5,8575495,598.5,10389919.0,269.2,8780457.0,1200.0,1902534,69.3,132281416,163.1,4235522,426.8,5717683,6076.0,1449875,283.4,8175516,407.0,4051632,890.0,1522308,1652.0,6504489,556.0,4819358,4114.0,6143474,583.5,1420841,155.2,43323227,221.3,45845286,1483.0,2847311.0,4199.0,947562
2016-01-13,231.45,18358870,3041.0,934412,524.5,14387981,3721.0,2589110,1112.0,2139184.0,1193.92,2811870.0,3899.0,749765.0,210.2,11552245,1851.5,4540437,1143.0,2674063.0,291.5,5330370,1384.5,7228480,589.5,8856486.0,268.1,7695318.0,1198.9301,1521338,67.8,179968457,163.1,3531028,428.7,5126159,6143.0,1645956,281.8,12335138,410.2,2455225,892.5,1128126,1683.5,6226491,560.5,3143463,4269.0,3082588,594.5,2330600,158.3,41022500,222.5,37429473,1477.0,3577066.0,4136.0,633424
2016-01-14,262.95,22790398,3019.0,1137513,518.5,8499615,3639.5,2820897,1121.0,5322390.0,1179.36,3546779.0,3649.0,1157863.0,212.1,20226903,1810.0,5947662,1132.0,2480585.0,287.7,7289945,1380.5,11741805,564.0,12337162.0,259.8,19096578.0,1170.13,2855056,66.53,242747694,158.3,5431028,425.1,6907040,6032.0,1521302,277.0,11648580,403.9,3493924,920.0,2278175,1735.0,6571019,556.5,5744649,4130.0,2235523,583.5,1217026,168.0,62893616,220.2,64649503,1446.0,3201997.0,4010.0,1091273
2016-01-15,232.75,20904674,2986.0,1353365,513.5,11997319,3595.0,4483861,1120.0,2586759.0,1165.84,5015882.0,3607.0,1436973.0,207.0,15674270,1791.0,6935980,1129.0,4095095.0,281.7,4970403,1363.5,14047977,551.0,12086645.0,259.4,13417393.0,1147.73,3636131,64.71,246968470,151.8,5267708,422.8,6371176,6008.0,1417101,264.5,18125628,403.3,3959004,896.0,1918470,1643.5,7765539,544.0,8395907,4179.0,2590287,603.5,2588284,164.45,42723387,216.25,76361968,1435.0,4208457.0,3982.0,961932
2016-01-18,232.65,12321044,3002.0,585261,509.0,6245768,3612.0,1948086,1121.0,2025351.0,1188.72,3696407.0,3656.0,481273.0,205.2,10093325,1779.5,3315627,1122.0,1834545.0,281.5,3428698,1365.5,5921184,545.5,6611089.0,257.5,11438997.0,1139.2,1805928,63.96,170583545,150.6,5768818,417.2,4813292,6005.0,1002662,260.2,13206610,399.0,1936698,882.0,1204958,1632.5,5100741,538.5,4589563,4250.0,1957307,588.5,1425846,161.55,23564645,213.45,67704127,1420.0,2129754.0,3900.0,1250664
2016-01-19,238.8,18801641,3010.0,988561,506.0,10798850,3647.0,2146893,1139.0,2432024.0,1210.5601,3019042.0,3733.0,727332.0,209.4,12184984,1828.0,3396246,1152.0,2143232.0,286.7,3564897,1390.0,8526487,561.5,7711551.0,262.8,14595175.0,1153.0699,2424122,65.78,210170994,155.7,5227248,421.7,4152803,6099.0,1104448,264.6,12048649,407.8,3890060,889.5,801463,1657.0,5743394,550.0,4401484,4223.0,2083415,590.5,1338812,159.1,45052637,216.8,51142282,1447.0,2633062.0,3952.0,431721
2016-01-20,221.05,15914351,2922.0,746387,490.0,11019907,3565.0,3040828,1120.0,2794062.0,1179.36,4420643.0,3505.0,1652768.0,204.0,17440531,1777.5,4835883,1105.0,3355469.0,276.7,5073956,1357.5,9165169,544.5,7779687.0,254.2,8354115.0,1130.67,2212898,64.05,189241743,150.2,4548274,410.8,5167810,5984.0,1428534,254.0,17824685,388.1,3745355,863.5,1158295,1577.5,6175607,531.0,9260419,4120.0,2167726,596.0,2454126,152.4,64879966,209.85,75335218,1406.0,2884115.0,3875.0,856352
2016-01-21,248.0,24697258,2949.0,916836,479.2,16432833,3579.5,3348278,1153.0,2757716.0,1131.52,6160173.0,3619.0,1094924.0,204.3,16015662,1827.0,6732931,1123.0,3268983.0,285.7,6172135,1368.5,9962241,552.0,9864953.0,253.9,13348425.0,1145.6,3288621,64.7,171673945,155.1,5696843,417.5,6103922,6000.0,1658698,262.5,17422951,395.0,3962085,881.5,1172062,1672.0,6804801,534.5,12056529,4126.0,1983183,591.5,1515499,156.05,27978043,213.75,66255973,1424.0,4631569.0,3905.0,780563
2016-01-22,226.7,24012794,2995.0,672165,492.7,10254761,3625.5,2567952,1181.0,3586412.0,1160.64,3305308.0,3625.0,708998.0,207.2,14449357,1857.5,4811731,1151.0,2214642.0,292.8,3898086,1391.5,8770531,559.0,7416355.0,262.2,11324361.0,1165.87,3202943,66.86,142263043,157.3,4737444,418.6,7752714,6047.0,1172777,262.1,13986274,405.3,4011433,908.0,1644232,1653.5,8044698,543.0,6159601,4228.0,2000777,590.0,1448429,160.55,35802912,219.45,56379922,1467.0,3101551.0,3965.0,749509
2016-01-25,226.6,14248073,3021.0,663339,495.8,5920452,3657.0,2625287,1178.0,3030735.0,1166.88,2541646.0,3600.0,616459.0,206.2,14466300,1841.5,5065665,1159.0,2042883.0,285.0,5244537,1400.0,12114924,562.0,6749532.0,262.9,5057252.0,1166.9301,1816076,63.14,190843090,155.5,3130280,417.8,6474664,6144.0,1181687,251.3,15196376,401.0,3090953,891.5,862442,1609.0,5908710,544.0,4933616,4247.0,811547,595.5,1001955,155.7,22003025,218.5,42232678,1463.0,3320242.0,3929.0,686390
2016-01-26,253.35,21886483,3015.0,529745,502.5,9503208,3683.0,2184425,1211.0,4330574.0,1171.04,2966929.0,3568.0,556615.0,206.7,13037722,1872.0,6051085,1153.0,1892611.0,281.6,8718267,1415.5,9954539,561.0,7102249.0,260.0,8478888.0,1160.53,2162453,64.73,163795325,155.8,6991426,420.7,4883253,6112.0,1237122,260.9,20873971,402.4,2010038,894.5,1955796,1688.5,5970001,543.5,5087901,4123.0,1983297,590.5,847526,160.35,27375850,218.65,56166155,1463.0,2374004.0,3891.0,523231
2016-01-27,253.75,16470922,3078.0,614845,507.0,10379774,3764.0,2834807,1190.0,2604825.0,1217.84,4549740.0,3616.0,927540.0,210.1,17089393,1867.0,7108975,1161.0,1797182.0,280.4,7131934,1436.0,9836787,552.5,7026279.0,266.7,9037116.0,1158.4,2146084,64.92,171526712,158.5,2944777,426.7,5216195,6169.0,1285974,255.7,26318930,411.8,3284279,909.5,1780360,1717.0,6066383,539.5,7110404,4050.0,2517495,601.0,1247861,161.0,23451042,223.2,47934796,1481.0,3365159.0,3984.0,612742
2016-01-28,275.9,23128722,3050.0,476376,505.5,10017985,3768.5,3560688,1160.0,2766668.0,1225.12,5174160.0,3384.0,1531892.0,200.2,36794962,1841.5,7818143,1154.0,1526825.0,278.3,5062450,1414.5,10719026,525.5,15430986.0,259.3,9096454.0,1138.13,2599389,64.07,109003837,156.9,3405482,418.4,5469222,6125.0,1096656,250.7,14756384,405.2,2341707,923.0,1590263,1700.0,6969482,542.5,6497966,3879.0,4068032,605.5,1378867,166.2,35242398,215.3,70892376,1466.0,2681621.0,3950.0,547020
2016-01-29,277.45,15165723,3150.0,858403,516.0,10289432,3897.0,4159014,1195.0,2631213.0,1251.12,4901155.0,3480.0,1366827.0,204.8,20957725,1884.5,6410708,1190.0,3845464.0,278.8,6262006,1439.0,13434295,539.5,11847420.0,266.8,11536310.0,1168.0,3452714,65.46,175574798,162.6,4004095,424.1,5265184,6234.0,2077709,252.7,18156148,416.4,3812598,943.5,1665005,1714.0,5844873,555.0,7494707,3910.0,2624729,625.5,1671404,173.4,53731765,223.9,77295556,1517.0,3598634.0,4000.0,668145
2016-02-01,274.05,12702521,3150.0,781756,509.0,6903654,3864.0,3792402,1189.0,1824537.0,1246.96,2836689.0,3515.0,749934.0,205.1,17360682,1910.5,7276642,1176.0,2244409.0,278.1,4402783,1434.5,10087525,555.0,7588654.0,270.5,9042240.0,1178.67,2192871,64.19,145104318,161.4,2935628,424.8,4247282,6271.0,1657392,249.1,15957963,416.4,3035139,939.0,1310842,1696.0,3967486,555.0,5937534,3922.0,1692961,625.5,1535417,171.75,37377543,225.45,59763128,1516.0,2594550.0,4051.0,732868
2016-02-02,252.15,13476088,3200.0,1110772,501.0,7431745,3856.5,2578248,1168.0,1664115.0,1232.4,3941864.0,3336.0,1695226.0,199.3,14190440,1906.0,4888190,1170.0,1863476.0,270.0,4261296,1426.0,8840746,541.0,9830377.0,268.1,9501806.0,1158.4,2069717,61.94,192112600,158.7,20455188,416.1,4439656,6273.0,1227130,240.6,18472219,406.9,2581241,907.0,1785824,1617.5,6409968,531.5,7205913,3885.0,1566673,626.0,1257918,171.1,30812083,221.55,103912946,1498.0,2639718.0,3954.0,531689
2016-02-03,273.7,12821919,3159.0,747947,486.3,12033109,3805.0,3812531,1165.0,2667901.0,1220.96,4512367.0,3243.0,1076992.0,194.4,14635059,1869.5,4393017,1156.0,1913172.0,264.5,6072961,1431.0,13664831,523.5,9569361.0,263.7,9472894.0,1142.4,1802708,60.69,171536717,154.5,5127804,409.5,5392374,6260.0,1711089,232.8,19433246,400.2,2967594,886.5,1360511,1685.0,6060807,513.0,6816525,3717.0,2424632,613.5,1315530,168.3,24129284,212.9,107948240,1473.0,3498685.0,3869.0,526704
2016-02-04,328.3,27597920,3135.0,900375,489.8,7296716,3753.5,3288075,1185.0,2678423.0,1266.72,6411825.0,3225.0,801200.0,196.6,18425112,1828.0,6884650,1162.0,2224720.0,265.1,5305443,1412.5,10187187,514.5,14954879.0,264.5,8110926.0,1131.73,2147107,62.77,127439872,154.4,4580453,415.6,4950831,6136.0,1350853,241.8,20252382,401.6,3210847,917.0,1621620,1858.0,9236049,523.0,8426379,3733.0,3966193,597.0,1558065,169.9,22977258,210.25,100343195,1465.0,3081495.0,3839.0,578989
2016-02-05,363.35,39203154,3097.0,642934,479.0,11362651,3726.5,2512261,1218.0,4591039.0,1268.8,4877153.0,3128.0,1277497.0,196.3,16411113,1796.5,5602835,1162.0,2120005.0,269.9,5761722,1401.0,9903664,506.5,8433967.0,255.5,12808692.0,1137.0699,3147129,61.8,142689278,151.6,4274982,415.3,4326565,6068.0,1131994,241.9,17065099,394.5,2767529,937.5,1733113,1818.0,8904052,529.0,8360741,3671.0,2045558,587.5,965420,174.6,56810222,207.0,78756610,1417.0,4292723.0,3785.0,572396
2016-02-08,376.1,17665376,3045.0,793466,467.5,8941423,3731.0,3889532,1200.0,2499769.0,1238.64,6719256.0,2957.0,1337491.0,191.9,11404068,1782.0,4505787,1112.0,2489525.0,256.5,7227697,1362.5,11158806,475.3,15211922.0,237.0,19576947.0,1086.9301,3696239,59.36,168444396,144.2,6538008,407.1,6299955,5990.0,1284014,230.7,19464644,381.1,3830816,907.5,1346350,1840.5,7536073,515.0,10233057,3498.0,3015694,580.5,1911152,172.6,31412223,200.2,78357898,1338.0,5830255.0,3653.0,807011
2016-02-09,333.8,15716790,3039.0,860779,469.9,9391191,3736.5,3713071,1172.0,3267539.0,1254.24,4972403.0,3034.0,1398922.0,187.9,14219159,1783.0,4694098,1094.0,3081794.0,254.3,4494483,1360.5,11938525,483.6,17574196.0,241.5,16467516.0,1070.9301,2897572,58.13,269347254,141.5,5978895,411.2,6051264,5954.0,1427193,225.6,19513062,373.2,3587841,898.5,966329,1751.0,5838871,512.5,7603596,3480.0,2244847,575.0,1193188,173.8,36394848,201.15,71339138,1383.0,5183454.0,3700.0,822640
2016-02-10,327.0,12522675,3041.0,562574,470.5,6701911,3692.5,3309139,1163.0,2924430.0,1244.88,4795035.0,3118.0,861894.0,187.8,13246481,1782.0,4486434,1107.0,2109085.0,257.7,5434884,1359.0,10450492,507.0,10563073.0,242.3,12065054.0,1090.13,2584397,58.4,190492315,146.2,5098559,413.0,7168670,5967.0,1700375,233.0,22173128,383.2,3086135,914.5,1058240,1765.0,5005338,528.0,9853974,3568.0,2285190,581.5,1332836,181.3,48711288,202.1,54145053,1385.0,4433468.0,3829.0,844269
2016-02-11,315.95,15141551,3000.0,612598,459.7,8393480,3681.0,3964817,1109.0,3500595.0,1219.92,4361910.0,3044.0,1151694.0,183.6,19174472,1745.0,6711694,1073.0,2180476.0,248.6,5599666,1345.5,11338637,478.5,14059936.0,238.0,13689024.0,1048.53,2711311,56.0,167531274,152.9,12843884,403.8,7793812,5847.0,1268821,223.5,20265985,374.2,4483216,880.0,1621694,1705.0,7873208,530.0,10383917,3507.0,3417559,540.0,3676420,179.6,50407664,200.6,70094745,1368.0,4095252.0,3649.0,886744
2016-02-12,373.95,15365627,3052.0,639805,467.1,8730406,3708.5,3382513,1174.0,3349383.0,1237.6,4694978.0,3106.0,666052.0,189.6,17912839,1758.0,6326286,1102.0,2077142.0,255.4,5877692,1363.5,10272693,479.8,9381879.0,241.1,10969019.0,1062.4,4433858,58.48,153947298,152.0,11416196,417.4,6618965,5966.0,1538474,240.1,21698950,389.2,3407304,916.0,2381681,1847.5,10174792,606.0,22498058,3639.0,3273802,535.5,2061794,177.0,33316199,205.45,61097833,1391.0,3530280.0,3707.0,575321
2016-02-15,393.05,14502955,3119.0,377389,481.7,6635560,3775.0,1826508,1209.0,1431667.0,1253.2,3395330.0,3149.0,606871.0,192.4,13066531,1809.0,3574643,1119.0,1308460.0,265.5,4638948,1411.0,9635966,504.5,12084773.0,243.5,5047685.0,1092.27,1684181,59.84,167523253,157.7,6922406,424.8,3788877,6371.0,1798489,246.3,9634924,397.6,3894448,944.0,843072,1851.0,5597163,615.0,12199897,3797.0,1688657,553.5,1436884,178.8,24362226,209.45,61308115,1432.0,2365543.0,3789.0,473947
2016-02-16,397.95,19637149,3153.0,607911,488.0,6561088,3844.0,2204719,1212.0,2639718.0,1263.6,3126817.0,3194.0,741750.0,191.7,11836318,1811.5,3690072,1126.0,1522834.0,267.4,4211131,1417.5,7342638,518.0,12642248.0,244.9,9963198.0,1084.8,2069947,60.55,119149806,156.6,6383659,428.9,4795036,6410.0,1804316,250.0,13534998,400.1,2536310,945.5,1318139,1852.0,5148167,631.5,9787425,3740.0,1689268,547.0,1068384,180.55,25806390,211.0,60244211,1442.0,2346324.0,3778.0,704402
2016-02-17,468.05,23865918,3259.0,1025244,499.3,11137502,3890.0,2698311,1289.0,2689253.0,1278.16,4484658.0,3301.0,862772.0,194.1,19569836,1832.0,3658822,1162.0,1448340.0,276.4,5169443,1424.0,10240256,528.0,8811983.0,252.0,9813352.0,1107.2,1600753,62.79,123795071,161.3,5553997,436.8,5879114,6513.0,1773315,257.3,11532656,410.9,2558062,982.5,1197790,1951.0,6198252,678.0,14430737,3942.0,2320872,560.5,1439813,186.85,44451720,217.3,57840548,1481.0,3084123.0,3935.0,625688
2016-02-18,432.0,28344303,3229.0,981762,505.0,7663897,3849.5,3938688,1277.0,1697280.0,1279.2,3947732.0,3275.0,541688.0,207.4,31940961,1826.0,3441213,1160.0,1319331.0,276.1,5608093,1380.0,9647345,541.5,10568942.0,249.6,8306177.0,1101.87,1306068,62.44,107730262,159.4,5344459,437.9,5576843,6486.0,1113856,251.9,12455762,409.9,1682881,980.0,771238,1888.5,7634467,661.0,9277556,3853.0,2663538,564.0,1200475,186.75,24569835,215.55,84946290,1471.0,2597176.0,3874.0,959305
2016-02-19,436.65,12084974,3255.0,963399,505.5,6374492,3830.0,2321477,1270.0,1182253.0,1278.16,3643399.0,3313.0,612638.0,211.5,23416412,1828.5,2909062,1162.0,1577334.0,279.2,4189482,1383.5,7122318,545.5,5466792.0,252.2,8517017.0,1105.0699,1379961,61.8,126240675,157.9,4359191,432.4,5724770,6556.0,887517,246.0,15973775,409.1,1392676,973.0,898132,1891.5,5496305,642.0,7700875,3819.0,1778252,558.5,602948,183.3,22822460,212.95,59956670,1468.0,2567847.0,3883.0,627755
2016-02-22,483.75,11898236,3295.0,644963,510.0,3513783,3863.5,1878059,1289.0,1167737.0,1294.8,3159800.0,3417.0,792411.0,216.2,16492573,1859.0,2662954,1184.0,1300438.0,288.9,5331929,1391.5,5216752,538.5,5187710.0,252.6,4118618.0,1080.53,1742441,63.12,142297476,161.6,5897081,426.8,3520435,6582.0,720148,245.2,14567120,412.9,1251291,985.0,589760,2051.0,6878322,658.5,2957858,3880.0,772052,567.5,1354629,184.65,15617403,215.65,48586560,1488.0,2034150.0,3893.0,299122
2016-02-23,453.1,11321346,3298.0,800665,508.5,5198326,3843.0,2825489,1234.0,2471490.0,1278.16,2347209.0,3458.0,1264867.0,210.4,13114566,1864.5,3143372,1164.0,1575661.0,270.1,9420556,1378.0,6014264,550.5,8765844.0,249.1,8602722.0,1057.6,2588685,62.93,123837862,161.5,5014394,417.4,6415577,6554.0,1135386,236.0,18622602,404.8,1910052,973.0,778617,1988.0,6703630,663.5,6934304,3810.0,1065209,569.0,881298,179.55,21681522,213.9,52978186,1488.0,3598207.0,3785.0,527941
2016-02-24,409.75,14010327,3321.0,1318813,503.5,6106422,3834.0,2383350,1180.0,3789981.0,1272.96,3665026.0,3425.0,1089784.0,204.5,16400356,1868.5,4955025,1150.0,1798276.0,262.4,10390636,1360.5,9049585,530.5,9077130.0,247.5,15720593.0,1031.47,1686719,62.2,131420354,149.5,12732234,412.0,4057376,6520.0,984770,232.1,16770268,394.5,2581770,949.0,1080539,1874.0,8069495,653.5,7131386,3789.0,1398256,567.0,1188828,176.7,17719208,210.85,54532165,1463.0,4155039.0,3750.0,832490
2016-02-25,422.15,11541368,3370.0,457571,512.5,6232226,3877.5,3011363,1180.0,2126745.0,1292.72,2784075.0,3539.0,736577.0,208.9,11202543,1877.5,4190995,1168.0,1986271.0,268.9,7784485,1407.0,9191853,558.5,10727914.0,252.5,10453390.0,1062.9301,1972410,70.64,366769885,156.0,8244914,417.0,4720791,6625.0,968366,244.0,20516028,433.2,7217830,973.0,964695,1806.5,5252100,670.0,6367485,3864.0,1083282,581.5,1233252,180.55,19847977,218.0,48105857,1501.0,3830831.0,3772.0,680171
2016-02-26,450.6,13383001,3363.0,618757,512.0,4597269,3915.0,2710402,1269.0,3329088.0,1298.96,2511587.0,3546.0,523662.0,211.2,13195121,1865.0,3485076,1172.0,1700338.0,272.3,7623308,1410.5,6971811,541.0,17105007.0,252.0,10614112.0,1073.0699,2257597,72.13,174266595,155.1,5125214,422.3,3462241,6603.0,858482,226.6,50178166,435.8,6368953,999.5,1317902,1860.5,5380579,679.0,5033723,3897.0,1059204,586.5,1122747,184.15,19797951,218.85,40987128,1515.0,2327487.0,3880.0,580736
2016-02-29,480.25,15055067,3406.0,710549,513.0,6088609,3925.5,2675630,1320.0,3930967.0,1316.64,4111462.0,3578.0,1192313.0,208.0,16036254,1859.0,4531661,1183.0,2170396.0,275.0,5035599,1399.5,12416016,549.0,8119949.0,248.6,13807535.0,1076.27,4103479,72.4,164944060,154.4,4489124,425.2,4699834,6560.0,1260193,223.9,25163268,435.3,3542534,1002.0,1186907,1904.0,5827840,679.0,7459985,3788.0,1462773,587.0,1939390,180.4,31574145,219.7,53118241,1523.0,2895776.0,3921.0,763343
2016-03-01,491.3,11938726,3445.0,479354,511.0,6082231,4000.0,2628150,1352.0,3113473.0,1327.04,2864269.0,3599.0,910587.0,212.2,13658766,1881.0,4490870,1204.0,1863260.0,282.0,6516788,1415.0,7900700,555.5,6898792.0,249.6,15908256.0,1108.27,3748877,73.07,146582931,156.9,9708932,430.6,3857890,6676.0,871982,220.4,35752793,444.5,5265017,1005.0,1391929,1940.0,5191439,683.0,5487937,3778.0,1567486,589.5,821623,183.95,23429203,222.6,44552977,1556.0,2901374.0,4043.0,597515
2016-03-02,524.1,12167718,3354.0,649788,504.5,6593491,3968.5,3596122,1360.0,4368420.0,1310.4,4338344.0,3532.0,751232.0,210.5,13753528,1862.5,7026650,1194.0,1734375.0,284.6,4852849,1396.0,12564129,545.5,9631884.0,240.9,35829234.0,1115.73,2629662,73.27,115633144,157.5,3828687,429.7,3572423,6503.0,1241356,224.8,29508420,447.3,3929414,998.0,1005816,2007.5,7097469,680.0,16599237,3872.0,1921026,577.5,1086639,181.65,59838392,221.7,33511472,1536.0,3162899.0,4049.0,817469
